OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,DiscountPct,Revenue
ORD103285,2023-02-18,South,Electronics,Headphones,3,41272.6,0,123817.8
ORD103286,2023-02-18,South,Home & Kitchen,Cookware Set,5,10374.03,0,51870.15
ORD103287,2023-02-18,South,Toys,Action Figure,1,1683.4,15,1430.89
ORD103288,2023-02-18,North,Home & Kitchen,Air Fryer,5,2996.04,0,14980.2
ORD103289,2023-02-18,Central,Beauty,Hair Dryer,2,2622.39,0,5244.78
ORD103290,2023-02-18,East,Groceries,Snack Pack,5,490.34,5,2329.11
ORD103291,2023-02-18,South,Home & Kitchen,Vacuum Cleaner,2,2114.39,0,4228.78
ORD103292,2023-02-18,West,Beauty,Perfume,3,2332.85,10,6298.7
ORD103293,2023-02-18,West,Furniture,Bookshelf,1,2187.32,0,2187.32
ORD103294,2023-02-18,East,Home & Kitchen,Cookware Set,2,7931.87,0,15863.74
ORD103295,2023-02-18,North,Toys,Action Figure,1,1086.82,0,1086.82
ORD103296,2023-02-18,North,Home & Kitchen,Vacuum Cleaner,2,5761.62,0,11523.24
ORD103297,2023-02-18,North,Beauty,Hair Dryer,6,1323.09,0,7938.54
ORD103298,2023-02-18,West,Apparel,Jeans,3,1348.36,10,3640.57
ORD103299,2023-02-18,Central,Groceries,Snack Pack,2,104.32,0,208.64
ORD103300,2023-02-18,South,Electronics,Laptop,2,59918.63,10,107853.53
ORD103301,2023-02-18,South,Home & Kitchen,Mixer,3,8361.46,0,25084.38
ORD103302,2023-02-18,North,Apparel,T-Shirt,2,2749.87,0,5499.74
ORD103303,2023-02-18,South,Electronics,Smartphone,3,50900.63,15,129796.61
ORD103304,2023-02-18,South,Beauty,Hair Dryer,1,2406.95,0,2406.95
ORD103305,2023-02-18,North,Beauty,Perfume,6,469.8,0,2818.8
ORD103306,2023-02-18,West,Electronics,Tablet,3,34813.74,5,99219.16
ORD103307,2023-02-18,North,Apparel,Jacket,3,1379.64,0,4138.92
ORD103308,2023-02-18,East,Electronics,Tablet,5,28884.69,5,137202.28
ORD103309,2023-02-19,Central,Apparel,Sneakers,2,2246.73,0,4493.46
ORD103310,2023-02-19,South,Beauty,Hair Dryer,3,3092.32,0,9276.96
ORD103311,2023-02-19,Central,Groceries,Snack Pack,3,278.69,15,710.66
ORD103312,2023-02-19,West,Electronics,Tablet,2,33553.68,0,67107.36
ORD103313,2023-02-19,East,Beauty,Hair Dryer,1,1459.71,10,1313.74
ORD103314,2023-02-19,South,Electronics,Headphones,1,38774.83,0,38774.83
ORD103315,2023-02-19,West,Apparel,Jacket,2,1790.66,0,3581.32
ORD103316,2023-02-19,East,Beauty,Perfume,6,311.79,0,1870.74
ORD103317,2023-02-19,South,Groceries,Snack Pack,1,699.25,0,699.25
ORD103318,2023-02-19,North,Electronics,Laptop,3,44258.23,15,112858.49
ORD103319,2023-02-19,North,Apparel,Jacket,3,2488.56,20,5972.54
ORD103320,2023-02-19,West,Electronics,Headphones,5,50978.61,5,242148.4
ORD103321,2023-02-19,East,Toys,Board Game,1,363.24,0,363.24
ORD103322,2023-02-19,East,Electronics,Tablet,2,57711.64,0,115423.28
ORD103323,2023-02-19,Central,Apparel,T-Shirt,3,2328.1,0,6984.3
ORD103324,2023-02-19,North,Beauty,Skincare Kit,3,1379.51,5,3931.6
ORD103325,2023-02-19,South,Home & Kitchen,Mixer,2,11732.23,5,22291.24
ORD103326,2023-02-19,West,Electronics,Smartphone,3,58222.06,15,148466.25
ORD103327,2023-02-19,Central,Groceries,Cereal Box,3,743.75,0,2231.25
ORD103328,2023-02-19,West,Electronics,Tablet,3,51344.73,0,154034.19
ORD103329,2023-02-19,Central,Home & Kitchen,Vacuum Cleaner,2,3166.91,0,6333.82
ORD103330,2023-02-19,South,Home & Kitchen,Vacuum Cleaner,1,7627.02,0,7627.02
ORD103331,2023-02-19,South,Apparel,Jeans,3,3647.23,0,10941.69
ORD103332,2023-02-19,East,Stationery,Desk Organizer,1,30.22,5,28.71
ORD103333,2023-02-19,South,Stationery,Notebook,1,295.27,10,265.74
ORD103334,2023-02-19,East,Groceries,Cereal Box,3,131.21,5,373.95
ORD103335,2023-02-19,West,Beauty,Hair Dryer,1,2163.22,10,1946.9
ORD103336,2023-02-19,South,Electronics,Laptop,1,5183.7,0,5183.7
ORD103337,2023-02-19,North,Apparel,Jeans,3,3792.65,0,11377.95
ORD103338,2023-02-19,North,Apparel,T-Shirt,1,2097.52,0,2097.52
ORD103339,2023-02-19,North,Electronics,Laptop,3,47044.34,0,141133.02
ORD103340,2023-02-19,South,Furniture,Bookshelf,1,15163.08,0,15163.08
ORD103341,2023-02-19,South,Toys,Action Figure,1,1801.86,0,1801.86
ORD103342,2023-02-19,South,Furniture,Bookshelf,1,21752.72,15,18489.81
ORD103343,2023-02-19,East,Electronics,Smartphone,3,47705.87,10,128805.85
ORD103344,2023-02-19,North,Groceries,Cereal Box,3,842.77,10,2275.48
ORD103345,2023-02-19,Central,Groceries,Organic Coffee,3,771.15,15,1966.43
ORD103346,2023-02-19,South,Electronics,Headphones,2,9143.65,0,18287.3
ORD103347,2023-02-19,North,Apparel,Jacket,3,1350.18,15,3442.96
ORD103348,2023-02-19,North,Electronics,Smartwatch,2,4551.66,0,9103.32
ORD103349,2023-02-19,North,Groceries,Cereal Box,2,104.28,5,198.13
ORD103350,2023-02-19,West,Electronics,Tablet,5,50951.31,0,254756.55
ORD103351,2023-02-19,South,Home & Kitchen,Vacuum Cleaner,2,11411.45,5,21681.76
ORD103352,2023-02-19,North,Electronics,Smartwatch,4,46409.24,0,185636.96
ORD103353,2023-02-19,South,Home & Kitchen,Air Fryer,2,6268.23,0,12536.46
ORD103354,2023-02-19,East,Home & Kitchen,Mixer,3,7806.11,0,23418.33
ORD103355,2023-02-19,West,Electronics,Smartwatch,3,43044.46,0,129133.38
ORD103356,2023-02-19,North,Beauty,Hair Dryer,3,2194.68,20,5267.23
ORD103357,2023-02-19,South,Electronics,Tablet,2,55791.91,5,106004.63
ORD103358,2023-02-19,West,Furniture,Bookshelf,1,18936.58,0,18936.58
ORD103359,2023-02-19,East,Home & Kitchen,Vacuum Cleaner,2,3456.4,5,6567.16
ORD103360,2023-02-19,Central,Stationery,Desk Organizer,1,444.06,5,421.86
ORD103361,2023-02-19,South,Beauty,Skincare Kit,3,844.84,0,2534.52
ORD103362,2023-02-19,East,Home & Kitchen,Cookware Set,4,1133.95,0,4535.8
ORD103363,2023-02-19,South,Apparel,Jeans,1,2891.0,0,2891.0
ORD103364,2023-02-19,East,Groceries,Cereal Box,3,751.34,0,2254.02
ORD103365,2023-02-19,West,Home & Kitchen,Cookware Set,6,4694.65,0,28167.9
ORD103366,2023-02-19,West,Groceries,Cereal Box,1,546.38,0,546.38
ORD103367,2023-02-19,South,Electronics,Smartphone,1,20978.75,5,19929.81
ORD103368,2023-02-19,East,Apparel,Sneakers,4,373.05,0,1492.2
ORD103369,2023-02-19,South,Groceries,Cereal Box,2,181.26,0,362.52
ORD103370,2023-02-20,Central,Electronics,Headphones,3,30939.32,0,92817.96
ORD103371,2023-02-20,North,Home & Kitchen,Vacuum Cleaner,3,6315.66,5,17999.63
ORD103372,2023-02-20,South,Furniture,Office Chair,1,3916.59,5,3720.76
ORD103373,2023-02-20,East,Beauty,Skincare Kit,1,1048.05,0,1048.05
ORD103374,2023-02-20,South,Stationery,Desk Organizer,1,368.44,0,368.44
ORD103375,2023-02-20,South,Groceries,Cereal Box,1,896.54,0,896.54
ORD103376,2023-02-20,East,Beauty,Hair Dryer,4,324.24,0,1296.96
ORD103377,2023-02-20,East,Stationery,Desk Organizer,1,488.29,0,488.29
ORD103378,2023-02-20,South,Stationery,Pen Set,1,46.02,0,46.02
ORD103379,2023-02-20,West,Beauty,Hair Dryer,2,1452.54,15,2469.32
ORD103380,2023-02-20,North,Home & Kitchen,Mixer,3,6291.47,0,18874.41
ORD103381,2023-02-20,North,Apparel,T-Shirt,4,3605.68,0,14422.72
ORD103382,2023-02-20,West,Toys,Puzzle,1,1865.63,0,1865.63
ORD103383,2023-02-20,West,Apparel,Sneakers,2,2657.53,15,4517.8
ORD103384,2023-02-20,East,Toys,Puzzle,1,988.53,15,840.25
ORD103385,2023-02-20,North,Beauty,Skincare Kit,4,1823.97,0,7295.88
ORD103386,2023-02-20,Central,Beauty,Hair Dryer,3,2698.95,20,6477.48
ORD103387,2023-02-20,South,Electronics,Headphones,3,58702.77,20,140886.65
ORD103388,2023-02-20,South,Home & Kitchen,Mixer,2,8486.69,0,16973.38
ORD103389,2023-02-20,East,Electronics,Smartwatch,4,14152.85,0,56611.4
ORD103390,2023-02-20,West,Electronics,Laptop,3,18247.53,15,46531.2
ORD103391,2023-02-20,East,Apparel,Jacket,6,3125.21,5,17813.7
ORD103392,2023-02-20,West,Home & Kitchen,Mixer,2,9389.76,0,18779.52
ORD103393,2023-02-20,South,Home & Kitchen,Air Fryer,2,2348.98,0,4697.96
ORD103394,2023-02-20,West,Apparel,Sneakers,1,3251.21,0,3251.21
ORD103395,2023-02-20,South,Electronics,Laptop,2,7639.2,5,14514.48
ORD103396,2023-02-20,Central,Electronics,Laptop,3,57931.73,0,173795.19
ORD103397,2023-02-20,East,Stationery,Pen Set,1,428.49,5,407.07
ORD103398,2023-02-20,South,Toys,Board Game,1,1180.3,20,944.24
ORD103399,2023-02-20,East,Groceries,Organic Coffee,4,155.95,5,592.61
ORD103400,2023-02-20,North,Home & Kitchen,Vacuum Cleaner,2,5777.14,10,10398.85
ORD103401,2023-02-20,North,Furniture,Office Chair,1,16636.02,0,16636.02
ORD103402,2023-02-20,Central,Apparel,T-Shirt,4,3472.74,5,13196.41
ORD103403,2023-02-20,West,Groceries,Organic Coffee,4,169.65,0,678.6
ORD103404,2023-02-20,East,Toys,Action Figure,1,1458.11,0,1458.11
ORD103405,2023-02-20,South,Toys,Board Game,1,1410.24,0,1410.24
ORD103406,2023-02-20,West,Electronics,Smartwatch,3,42313.26,10,114245.8
ORD103407,2023-02-20,Central,Electronics,Tablet,2,17119.57,0,34239.14
ORD103408,2023-02-20,West,Beauty,Skincare Kit,3,265.68,0,797.04
ORD103409,2023-02-20,Central,Groceries,Organic Coffee,5,623.21,5,2960.25
ORD103410,2023-02-20,South,Groceries,Cereal Box,3,274.07,0,822.21
ORD103411,2023-02-20,Central,Electronics,Headphones,2,41550.65,0,83101.3
ORD103412,2023-02-20,East,Apparel,Sneakers,3,2785.49,20,6685.18
ORD103413,2023-02-20,West,Toys,Board Game,1,267.37,5,254.0
ORD103414,2023-02-20,South,Apparel,Sneakers,1,3877.49,0,3877.49
ORD103415,2023-02-20,West,Stationery,Notebook,1,348.97,0,348.97
ORD103416,2023-02-20,West,Apparel,T-Shirt,3,934.45,0,2803.35
ORD103417,2023-02-20,South,Electronics,Tablet,1,28346.48,5,26929.16
ORD103418,2023-02-20,North,Electronics,Laptop,3,58298.98,10,157407.25
ORD103419,2023-02-20,Central,Groceries,Snack Pack,3,710.42,5,2024.7
ORD103420,2023-02-20,North,Apparel,T-Shirt,3,1914.72,0,5744.16
ORD103421,2023-02-20,South,Beauty,Perfume,1,3084.44,0,3084.44
ORD103422,2023-02-20,North,Toys,Action Figure,1,646.95,15,549.91
ORD103423,2023-02-20,South,Stationery,Notebook,1,261.1,0,261.1
ORD103424,2023-02-20,West,Beauty,Skincare Kit,2,2471.22,0,4942.44
ORD103425,2023-02-20,West,Toys,Board Game,1,462.53,0,462.53
ORD103426,2023-02-20,South,Groceries,Cereal Box,3,662.19,10,1787.91
ORD103427,2023-02-20,East,Beauty,Perfume,1,2461.36,15,2092.16
ORD103428,2023-02-20,South,Groceries,Cereal Box,2,637.87,20,1020.59
ORD103429,2023-02-20,South,Electronics,Smartwatch,2,58900.03,0,117800.06
ORD103430,2023-02-20,Central,Groceries,Snack Pack,3,433.21,15,1104.69
ORD103431,2023-02-20,Central,Electronics,Smartwatch,3,4318.92,5,12308.92
ORD103432,2023-02-20,South,Apparel,T-Shirt,4,312.65,10,1125.54
ORD103433,2023-02-20,East,Beauty,Hair Dryer,2,2183.81,0,4367.62
ORD103434,2023-02-20,North,Beauty,Hair Dryer,3,3290.92,0,9872.76
ORD103435,2023-02-20,East,Electronics,Headphones,3,59270.75,0,177812.25
ORD103436,2023-02-20,Central,Apparel,Jacket,1,2624.01,10,2361.61
ORD103437,2023-02-20,South,Home & Kitchen,Vacuum Cleaner,1,9046.93,0,9046.93
ORD103438,2023-02-20,South,Apparel,T-Shirt,2,498.59,0,997.18
ORD103439,2023-02-20,Central,Electronics,Laptop,3,6485.03,0,19455.09
ORD103440,2023-02-20,North,Home & Kitchen,Mixer,4,10583.6,5,40217.68
ORD103441,2023-02-20,East,Home & Kitchen,Mixer,3,6718.63,5,19148.1
ORD103442,2023-02-20,South,Groceries,Cereal Box,3,167.02,0,501.06
ORD103443,2023-02-20,West,Apparel,Sneakers,3,3055.14,0,9165.42
ORD103444,2023-02-20,South,Beauty,Perfume,2,3066.25,0,6132.5
ORD103445,2023-02-20,Central,Groceries,Cereal Box,3,244.94,0,734.82
ORD103446,2023-02-21,South,Home & Kitchen,Cookware Set,3,8080.23,15,20604.59
ORD103447,2023-02-21,East,Toys,Action Figure,1,564.01,20,451.21
ORD103448,2023-02-21,North,Home & Kitchen,Cookware Set,1,5462.71,15,4643.3
ORD103449,2023-02-21,East,Furniture,Bookshelf,1,19411.85,0,19411.85
ORD103450,2023-02-21,North,Groceries,Cereal Box,1,366.32,15,311.37
ORD103451,2023-02-21,South,Home & Kitchen,Cookware Set,2,6770.99,0,13541.98
ORD103452,2023-02-21,Central,Electronics,Smartphone,5,23364.27,0,116821.35
ORD103453,2023-02-21,East,Home & Kitchen,Vacuum Cleaner,3,10271.31,5,29273.23
ORD103454,2023-02-21,North,Groceries,Snack Pack,2,353.21,0,706.42
ORD103455,2023-02-21,Central,Apparel,T-Shirt,1,1430.42,0,1430.42
ORD103456,2023-02-21,North,Apparel,Jacket,1,2235.86,0,2235.86
ORD103457,2023-02-21,West,Beauty,Hair Dryer,2,3482.39,10,6268.3
ORD103458,2023-02-21,South,Groceries,Snack Pack,3,63.05,0,189.15
ORD103459,2023-02-21,East,Electronics,Smartphone,1,43630.6,0,43630.6
ORD103460,2023-02-21,South,Apparel,T-Shirt,6,1071.32,0,6427.92
ORD103461,2023-02-21,South,Electronics,Laptop,3,56668.18,5,161504.31
ORD103462,2023-02-21,North,Electronics,Laptop,3,27623.66,0,82870.98
ORD103463,2023-02-21,South,Groceries,Cereal Box,3,412.71,0,1238.13
ORD103464,2023-02-21,North,Groceries,Cereal Box,4,482.97,0,1931.88
ORD103465,2023-02-21,North,Groceries,Cereal Box,3,775.29,0,2325.87
ORD103466,2023-02-21,North,Groceries,Organic Coffee,4,426.51,10,1535.44
ORD103467,2023-02-21,North,Beauty,Hair Dryer,3,487.16,20,1169.18
ORD103468,2023-02-21,West,Apparel,T-Shirt,3,742.09,10,2003.64
ORD103469,2023-02-21,North,Stationery,Desk Organizer,1,259.83,10,233.85
ORD103470,2023-02-21,South,Groceries,Organic Coffee,3,152.86,0,458.58
ORD103471,2023-02-21,East,Stationery,Desk Organizer,1,73.97,10,66.57
ORD103472,2023-02-21,East,Groceries,Cereal Box,3,622.63,0,1867.89
ORD103473,2023-02-21,East,Home & Kitchen,Vacuum Cleaner,1,7749.91,5,7362.41
ORD103474,2023-02-21,East,Apparel,T-Shirt,1,2298.58,0,2298.58
ORD103475,2023-02-21,East,Groceries,Cereal Box,3,561.03,5,1598.94
ORD103476,2023-02-21,North,Apparel,Jacket,3,3532.0,10,9536.4
ORD103477,2023-02-21,North,Apparel,Jeans,3,1548.35,0,4645.05
ORD103478,2023-02-21,West,Groceries,Cereal Box,6,339.48,0,2036.88
ORD103479,2023-02-21,West,Groceries,Organic Coffee,4,449.14,0,1796.56
ORD103480,2023-02-21,West,Toys,Puzzle,1,1722.67,0,1722.67
ORD103481,2023-02-21,West,Toys,Board Game,1,1316.63,5,1250.8
ORD103482,2023-02-21,North,Apparel,Jeans,3,848.61,0,2545.83
ORD103483,2023-02-21,South,Stationery,Desk Organizer,1,119.75,15,101.79
ORD103484,2023-02-21,East,Electronics,Smartwatch,1,52521.36,10,47269.22
ORD103485,2023-02-21,South,Electronics,Smartphone,3,53243.9,5,151745.12
ORD103486,2023-02-21,West,Electronics,Tablet,4,46114.44,0,184457.76
ORD103487,2023-02-21,South,Groceries,Snack Pack,2,282.6,0,565.2
ORD103488,2023-02-21,Central,Beauty,Skincare Kit,3,2310.62,0,6931.86
ORD103489,2023-02-21,South,Beauty,Skincare Kit,3,2303.45,10,6219.32
ORD103490,2023-02-21,West,Electronics,Smartphone,4,51846.91,0,207387.64
ORD103491,2023-02-21,East,Electronics,Smartwatch,2,21045.19,0,42090.38
ORD103492,2023-02-21,East,Apparel,Jacket,1,1640.65,0,1640.65
ORD103493,2023-02-21,South,Electronics,Smartwatch,1,30762.78,0,30762.78
ORD103494,2023-02-21,East,Home & Kitchen,Cookware Set,3,4080.06,0,12240.18
ORD103495,2023-02-21,South,Toys,Action Figure,1,975.35,0,975.35
ORD103496,2023-02-21,South,Electronics,Headphones,6,3655.94,0,21935.64
ORD103497,2023-02-21,South,Home & Kitchen,Mixer,3,4629.42,0,13888.26
ORD103498,2023-02-21,North,Home & Kitchen,Cookware Set,4,900.71,0,3602.84
ORD103499,2023-02-21,South,Apparel,T-Shirt,5,1077.96,20,4311.84
ORD103500,2023-02-21,Central,Beauty,Perfume,2,2868.5,10,5163.3
ORD103501,2023-02-21,East,Stationery,Notebook,1,468.44,0,468.44
ORD103502,2023-02-21,East,Apparel,Jacket,2,565.91,0,1131.82
ORD103503,2023-02-21,South,Groceries,Organic Coffee,1,404.3,0,404.3
ORD103504,2023-02-21,South,Home & Kitchen,Air Fryer,1,3997.77,20,3198.22
ORD103505,2023-02-21,North,Groceries,Organic Coffee,1,731.19,0,731.19
ORD103506,2023-02-21,East,Stationery,Notebook,1,371.86,0,371.86
ORD103507,2023-02-21,North,Electronics,Tablet,4,4898.13,0,19592.52
ORD103508,2023-02-21,East,Apparel,T-Shirt,4,911.36,0,3645.44
ORD103509,2023-02-21,South,Home & Kitchen,Air Fryer,3,10415.15,20,24996.36
ORD103510,2023-02-21,West,Home & Kitchen,Cookware Set,5,4636.03,20,18544.12
ORD103511,2023-02-21,East,Home & Kitchen,Air Fryer,4,7959.74,0,31838.96
ORD103512,2023-02-21,West,Beauty,Hair Dryer,3,1943.47,0,5830.41
ORD103513,2023-02-21,South,Electronics,Headphones,3,37392.99,10,100961.07
ORD103514,2023-02-22,South,Beauty,Skincare Kit,3,2084.77,10,5628.88
ORD103515,2023-02-22,South,Home & Kitchen,Vacuum Cleaner,1,9019.23,0,9019.23
ORD103516,2023-02-22,Central,Home & Kitchen,Vacuum Cleaner,2,6499.49,10,11699.08
ORD103517,2023-02-22,West,Electronics,Headphones,3,14371.43,0,43114.29
ORD103518,2023-02-22,East,Home & Kitchen,Vacuum Cleaner,1,2656.91,0,2656.91
ORD103519,2023-02-22,South,Electronics,Laptop,3,4554.91,0,13664.73
ORD103520,2023-02-22,North,Apparel,Sneakers,4,1570.62,5,5968.36
ORD103521,2023-02-22,North,Stationery,Desk Organizer,1,152.29,0,152.29
ORD103522,2023-02-22,North,Stationery,Pen Set,1,344.91,0,344.91
ORD103523,2023-02-22,East,Apparel,Jeans,2,3335.91,0,6671.82
ORD103524,2023-02-22,East,Electronics,Smartphone,1,5752.15,10,5176.93
ORD103525,2023-02-22,North,Electronics,Headphones,3,59516.14,0,178548.42
ORD103526,2023-02-22,West,Home & Kitchen,Cookware Set,3,6206.29,0,18618.87
ORD103527,2023-02-22,East,Home & Kitchen,Air Fryer,3,10430.34,0,31291.02
ORD103528,2023-02-22,Central,Home & Kitchen,Air Fryer,1,2435.89,5,2314.1
ORD103529,2023-02-22,East,Groceries,Cereal Box,3,687.01,15,1751.88
ORD103530,2023-02-22,West,Beauty,Perfume,6,1681.2,15,8574.12
ORD103531,2023-02-22,North,Groceries,Snack Pack,3,208.5,10,562.95
ORD103532,2023-02-22,North,Groceries,Snack Pack,6,396.97,0,2381.82
ORD103533,2023-02-22,Central,Electronics,Tablet,2,38092.32,0,76184.64
ORD103534,2023-02-22,North,Apparel,Jeans,2,2986.67,0,5973.34
ORD103535,2023-02-22,South,Beauty,Skincare Kit,2,2380.92,5,4523.75
ORD103536,2023-02-22,East,Apparel,Sneakers,3,3472.71,15,8855.41
ORD103537,2023-02-22,West,Electronics,Tablet,4,32694.72,0,130778.88
ORD103538,2023-02-22,South,Beauty,Skincare Kit,1,1319.72,0,1319.72
ORD103539,2023-02-22,South,Beauty,Perfume,3,480.27,5,1368.77
ORD103540,2023-02-22,North,Apparel,Sneakers,2,1028.8,15,1748.96
ORD103541,2023-02-22,South,Electronics,Headphones,2,34038.97,0,68077.94
ORD103542,2023-02-22,West,Electronics,Tablet,2,5105.52,0,10211.04
ORD103543,2023-02-22,West,Beauty,Skincare Kit,3,1917.74,10,5177.9
ORD103544,2023-02-22,East,Beauty,Perfume,3,2685.65,0,8056.95
ORD103545,2023-02-22,South,Electronics,Smartphone,2,31506.97,0,63013.94
ORD103546,2023-02-22,Central,Home & Kitchen,Mixer,2,11061.92,0,22123.84
ORD103547,2023-02-22,South,Electronics,Laptop,5,57691.37,0,288456.85
ORD103548,2023-02-22,East,Groceries,Organic Coffee,3,599.58,0,1798.74
ORD103549,2023-02-22,West,Electronics,Smartphone,3,3840.16,0,11520.48
ORD103550,2023-02-22,North,Beauty,Perfume,2,250.58,10,451.04
ORD103551,2023-02-22,North,Beauty,Perfume,4,1426.66,15,4850.64
ORD103552,2023-02-22,West,Apparel,Jacket,3,3389.93,5,9661.3
ORD103553,2023-02-22,North,Apparel,Jeans,3,576.28,15,1469.51
ORD103554,2023-02-22,East,Home & Kitchen,Air Fryer,3,10822.0,0,32466.0
ORD103555,2023-02-22,North,Stationery,Notebook,1,409.4,0,409.4
ORD103556,2023-02-22,Central,Furniture,Office Chair,1,15081.85,0,15081.85
ORD103557,2023-02-22,East,Electronics,Headphones,2,47827.25,5,90871.78
ORD103558,2023-02-22,South,Apparel,Sneakers,4,1747.8,0,6991.2
ORD103559,2023-02-22,Central,Beauty,Perfume,3,734.03,15,1871.78
ORD103560,2023-02-22,Central,Electronics,Laptop,3,16883.45,20,40520.28
ORD103561,2023-02-22,South,Groceries,Cereal Box,4,556.83,0,2227.32
ORD103562,2023-02-22,West,Groceries,Organic Coffee,3,781.38,5,2226.93
ORD103563,2023-02-22,South,Toys,Board Game,1,1135.26,10,1021.73
ORD103564,2023-02-22,Central,Beauty,Skincare Kit,1,1381.84,15,1174.56
ORD103565,2023-02-22,East,Beauty,Skincare Kit,2,1314.64,20,2103.42
ORD103566,2023-02-22,North,Home & Kitchen,Air Fryer,4,4267.73,10,15363.83
ORD103567,2023-02-22,North,Electronics,Smartphone,4,19333.2,15,65732.88
ORD103568,2023-02-22,West,Stationery,Desk Organizer,1,204.5,15,173.82
ORD103569,2023-02-22,North,Beauty,Skincare Kit,3,882.47,0,2647.41
ORD103570,2023-02-22,East,Apparel,Sneakers,5,2706.38,0,13531.9
ORD103571,2023-02-22,North,Home & Kitchen,Vacuum Cleaner,3,2928.48,0,8785.44
ORD103572,2023-02-22,Central,Groceries,Organic Coffee,3,892.87,0,2678.61
ORD103573,2023-02-23,South,Apparel,Jacket,3,1641.54,0,4924.62
ORD103574,2023-02-23,South,Furniture,Office Chair,1,12932.5,5,12285.88
ORD103575,2023-02-23,North,Apparel,Sneakers,1,2795.85,0,2795.85
ORD103576,2023-02-23,East,Apparel,T-Shirt,3,899.12,0,2697.36
ORD103577,2023-02-23,East,Groceries,Snack Pack,3,759.98,0,2279.94
ORD103578,2023-02-23,North,Apparel,T-Shirt,3,2631.78,5,7500.57
ORD103579,2023-02-23,North,Apparel,Jacket,3,3220.27,0,9660.81
ORD103580,2023-02-23,North,Groceries,Organic Coffee,1,489.95,20,391.96
ORD103581,2023-02-23,West,Home & Kitchen,Cookware Set,1,4256.88,5,4044.04
ORD103582,2023-02-23,Central,Groceries,Organic Coffee,2,257.61,20,412.18
ORD103583,2023-02-23,North,Groceries,Snack Pack,3,630.62,5,1797.27
ORD103584,2023-02-23,East,Home & Kitchen,Mixer,4,8293.4,0,33173.6
ORD103585,2023-02-23,Central,Apparel,Sneakers,1,1705.51,5,1620.23
ORD103586,2023-02-23,West,Toys,Action Figure,1,1982.7,0,1982.7
ORD103587,2023-02-23,North,Groceries,Organic Coffee,4,680.0,5,2584.0
ORD103588,2023-02-23,South,Electronics,Headphones,2,6690.1,5,12711.19
ORD103589,2023-02-23,South,Apparel,Sneakers,3,730.6,0,2191.8
ORD103590,2023-02-23,North,Electronics,Laptop,1,55031.0,5,52279.45
ORD103591,2023-02-23,North,Groceries,Cereal Box,2,368.74,5,700.61
ORD103592,2023-02-23,East,Apparel,T-Shirt,1,3185.17,20,2548.14
ORD103593,2023-02-23,South,Electronics,Smartphone,4,15508.83,15,52730.02
ORD103594,2023-02-23,North,Electronics,Smartphone,2,12072.0,10,21729.6
ORD103595,2023-02-23,South,Apparel,Jacket,3,3110.24,5,8864.18
ORD103596,2023-02-23,East,Apparel,Jeans,4,3276.72,0,13106.88
ORD103597,2023-02-23,South,Home & Kitchen,Air Fryer,3,8517.66,0,25552.98
ORD103598,2023-02-23,North,Apparel,Jeans,5,3187.57,0,15937.85
ORD103599,2023-02-23,West,Beauty,Perfume,2,1341.44,0,2682.88
ORD103600,2023-02-23,South,Electronics,Tablet,4,22610.86,0,90443.44
ORD103601,2023-02-23,South,Groceries,Cereal Box,3,89.9,0,269.7
ORD103602,2023-02-23,Central,Electronics,Smartwatch,3,16181.77,0,48545.31
ORD103603,2023-02-23,South,Beauty,Skincare Kit,3,730.18,0,2190.54
ORD103604,2023-02-23,Central,Beauty,Hair Dryer,2,3000.67,0,6001.34
ORD103605,2023-02-23,West,Stationery,Desk Organizer,1,493.81,20,395.05
ORD103606,2023-02-23,West,Apparel,Jeans,2,3138.86,10,5649.95
ORD103607,2023-02-23,South,Stationery,Notebook,1,411.6,0,411.6
ORD103608,2023-02-23,North,Stationery,Pen Set,1,471.01,0,471.01
ORD103609,2023-02-23,West,Apparel,T-Shirt,3,894.16,10,2414.23
ORD103610,2023-02-23,South,Apparel,T-Shirt,4,773.81,0,3095.24
ORD103611,2023-02-23,South,Home & Kitchen,Mixer,3,10952.76,0,32858.28
ORD103612,2023-02-23,North,Beauty,Perfume,3,2768.94,0,8306.82
ORD103613,2023-02-23,South,Apparel,T-Shirt,3,3684.7,0,11054.1
ORD103614,2023-02-23,North,Home & Kitchen,Mixer,3,9019.28,0,27057.84
ORD103615,2023-02-23,Central,Toys,Board Game,1,997.28,0,997.28
ORD103616,2023-02-23,South,Home & Kitchen,Vacuum Cleaner,1,5327.59,0,5327.59
ORD103617,2023-02-23,North,Apparel,Jeans,2,1496.05,0,2992.1
ORD103618,2023-02-23,West,Groceries,Organic Coffee,3,781.13,0,2343.39
ORD103619,2023-02-23,South,Apparel,T-Shirt,6,2144.96,15,10939.3
ORD103620,2023-02-23,North,Electronics,Tablet,4,45049.57,15,153168.54
ORD103621,2023-02-23,East,Electronics,Laptop,1,38283.55,15,32541.02
ORD103622,2023-02-23,West,Beauty,Skincare Kit,3,639.38,20,1534.51
ORD103623,2023-02-23,South,Electronics,Laptop,2,34169.5,10,61505.1
ORD103624,2023-02-23,West,Home & Kitchen,Vacuum Cleaner,1,6405.54,0,6405.54
ORD103625,2023-02-23,West,Electronics,Headphones,3,54983.49,0,164950.47
ORD103626,2023-02-23,North,Stationery,Desk Organizer,1,490.18,0,490.18
